Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TA","Live animals","63","Estonia","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","58","","Official data"
"TA","Live animals","63","Estonia","5922","Export Value","1057","Chickens","2017","2017","1000 US$","87","","Official data"
"TA","Live animals","209","Eswatini","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","1058","","Official data"
"TA","Live animals","209","Eswatini","5622","Import Value","1057","Chickens","2017","2017","1000 US$","702","","Official data"
"TA","Live animals","209","Eswatini","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","1781","","Official data"
"TA","Live animals","209","Eswatini","5922","Export Value","1057","Chickens","2017","2017","1000 US$","797","","Official data"
"TA","Live animals","238","Ethiopia","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","396","R","Estimated data using trading partners database"
"TA","Live animals","238","Ethiopia","5622","Import Value","1057","Chickens","2017","2017","1000 US$","1337","R","Estimated data using trading partners database"
"TA","Live animals","64","Faroe Islands","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","1","*","Unofficial figure"
"TA","Live animals","64","Faroe Islands","5622","Import Value","1057","Chickens","2017","2017","1000 US$","20","*","Unofficial figure"
"TA","Live animals","66","Fiji","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","415","","Official data"
"TA","Live animals","66","Fiji","5622","Import Value","1057","Chickens","2017","2017","1000 US$","1772","","Official data"
"TA","Live animals","67","Finland","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","310","","Official data"
"TA","Live animals","67","Finland","5622","Import Value","1057","Chickens","2017","2017","1000 US$","1212","","Official data"
"TA","Live animals","67","Finland","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","66","","Official data"
"TA","Live animals","67","Finland","5922","Export Value","1057","Chickens","2017","2017","1000 US$","53","","Official data"
"TA","Live animals","68","France","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","24937","","Official data"
"TA","Live animals","68","France","5622","Import Value","1057","Chickens","2017","2017","1000 US$","26061","","Official data"
"TA","Live animals","68","France","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","91065","","Official data"
"TA","Live animals","68","France","5922","Export Value","1057","Chickens","2017","2017","1000 US$","169977","","Official data"
"TA","Live animals","70","French Polynesia","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","149","R","Estimated data using trading partners database"
"TA","Live animals","70","French Polynesia","5622","Import Value","1057","Chickens","2017","2017","1000 US$","355","R","Estimated data using trading partners database"
"TA","Live animals","74","Gabon","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","245","R","Estimated data using trading partners database"
"TA","Live animals","74","Gabon","5622","Import Value","1057","Chickens","2017","2017","1000 US$","317","R","Estimated data using trading partners database"
"TA","Live animals","75","Gambia","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","3","","Official data"
"TA","Live animals","75","Gambia","5622","Import Value","1057","Chickens","2017","2017","1000 US$","1","","Official data"
"TA","Live animals","73","Georgia","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","1776","","Official data"
"TA","Live animals","73","Georgia","5622","Import Value","1057","Chickens","2017","2017","1000 US$","3364","","Official data"
"TA","Live animals","73","Georgia","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","2373","","Official data"
"TA","Live animals","73","Georgia","5922","Export Value","1057","Chickens","2017","2017","1000 US$","1176","","Official data"
"TA","Live animals","79","Germany","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","185661","","Official data"
"TA","Live animals","79","Germany","5622","Import Value","1057","Chickens","2017","2017","1000 US$","193759","","Official data"
"TA","Live animals","79","Germany","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","328450","","Official data"
"TA","Live animals","79","Germany","5922","Export Value","1057","Chickens","2017","2017","1000 US$","654322","","Official data"
"TA","Live animals","81","Ghana","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","10731","","Official data"
"TA","Live animals","81","Ghana","5622","Import Value","1057","Chickens","2017","2017","1000 US$","8247","","Official data"
"TA","Live animals","81","Ghana","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","8","","Official data"
"TA","Live animals","81","Ghana","5922","Export Value","1057","Chickens","2017","2017","1000 US$","2","","Official data"
